-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 02/10/2019 through 08/03/2019 in UTC
Location: Latitude  8.8613   Longitude -83.4743 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 325.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,T2M,PRECTOTCORR
2019,3,14,23,28.01,3.92
2019,3,15,0,27.01,0.3
2019,3,15,1,26.66,0.62
2019,3,15,2,26.56,0.86
2019,3,15,3,26.43,0.79
2019,3,15,4,26.31,1.28
2019,3,15,5,26.2,2.11
2019,3,15,6,26.11,3.01
2019,3,15,7,26.01,3.83
2019,3,15,8,25.93,4.13
2019,3,15,9,25.92,2.98
2019,3,15,10,25.93,1.53
2019,3,15,11,25.84,0.98
2019,3,15,12,26.07,0.54
2019,3,15,13,26.85,0.27
2019,3,15,14,28.58,0.23
2019,3,15,15,30.22,0.14
2019,3,15,16,31.43,0.18
2019,3,15,17,32.04,0.29
2019,3,15,18,32.18,0.47
2019,3,15,19,31.98,0.62
2019,3,15,20,31.48,0.77
2019,3,15,21,30.63,0.91
2019,3,15,22,29.68,1.02
2019,3,15,23,28.57,1.06
2019,3,16,0,27.75,1.28
2019,3,16,1,27.62,1.26
2019,3,16,2,27.55,2.3
2019,3,16,3,27.44,2.62
2019,3,16,4,27.14,2.91
2019,3,16,5,26.84,4.52
2019,3,16,6,26.56,5.69
2019,3,16,7,26.31,5.5
2019,3,16,8,26.19,8.55
2019,3,16,9,26.11,7.47
2019,3,16,10,26.06,7.15
2019,3,16,11,25.98,5.39
2019,3,16,12,26.39,3.54
2019,3,16,13,27.32,2.35
2019,3,16,14,28.96,1.68
2019,3,16,15,30.71,1.09
2019,3,16,16,31.91,1.41
2019,3,16,17,32.5,1.82
2019,3,16,18,32.66,1.98
2019,3,16,19,32.35,2.14
2019,3,16,20,31.74,1.89
2019,3,16,21,30.76,2.67
2019,3,16,22,29.72,3.85
2019,3,16,23,28.6,5.18
2019,3,17,0,27.83,60.89
2019,3,17,1,27.11,73.19
2019,3,17,2,26.72,43.86
2019,3,17,3,26.44,44.21
2019,3,17,4,26.25,19.32
2019,3,17,5,26.08,18.03
2019,3,17,6,25.98,17.99
2019,3,17,7,25.94,15.9
2019,3,17,8,25.88,16.39
2019,3,17,9,25.77,15.66
2019,3,17,10,25.67,15.83
2019,3,17,11,25.6,16.37
2019,3,17,12,26.08,14.73
2019,3,17,13,27.14,13.27
2019,3,17,14,28.53,8.6
2019,3,17,15,30.05,6.33
2019,3,17,16,31.22,7.61
2019,3,17,17,31.97,9.24
2019,3,17,18,32.27,5.49
2019,3,17,19,32.25,7.33
2019,3,17,20,31.91,8.04
2019,3,17,21,31.28,7.96
2019,3,17,22,30.22,8.62
2019,3,17,23,28.8,31.77
2019,3,18,0,27.6,10.88
2019,3,18,1,26.78,13.16
2019,3,18,2,26.22,14.04
2019,3,18,3,25.79,12.83
2019,3,18,4,25.44,9.61
2019,3,18,5,25.1,8.69
2019,3,18,6,24.81,7.28
2019,3,18,7,24.61,5.13
2019,3,18,8,24.47,3.38
2019,3,18,9,24.32,2.63
2019,3,18,10,24.19,2.4
2019,3,18,11,24.13,2.21
2019,3,18,12,24.67,1.97
2019,3,18,13,26.05,1.68
2019,3,18,14,28.01,1.44
2019,3,18,15,29.83,1.16
2019,3,18,16,31.02,1.06
2019,3,18,17,31.63,1.29
2019,3,18,18,31.76,2.18
2019,3,18,19,31.59,3.19
2019,3,18,20,31.17,4.27
2019,3,18,21,30.48,4.3
2019,3,18,22,29.54,4.01
2019,3,18,23,28.29,3.89
2019,3,19,0,27.61,0.27
2019,3,19,1,27.12,1.97
2019,3,19,2,26.86,3.02
2019,3,19,3,26.63,5.79
2019,3,19,4,26.39,8.63
2019,3,19,5,26.13,9.96
2019,3,19,6,25.87,11.87
2019,3,19,7,25.58,12.36
2019,3,19,8,25.36,10.59
2019,3,19,9,25.25,8.98
2019,3,19,10,25.19,7.39
2019,3,19,11,25.16,6.56
2019,3,19,12,25.44,5.9
2019,3,19,13,26.09,6.92
2019,3,19,14,27.38,5.65
2019,3,19,15,28.64,5.09
2019,3,19,16,29.37,4.69
2019,3,19,17,29.62,3.51
2019,3,19,18,29.4,2.68
2019,3,19,19,28.96,2.89
2019,3,19,20,28.28,4.62
2019,3,19,21,27.61,8.89
2019,3,19,22,27.01,13.47
2019,3,19,23,26.41,15.53
2019,3,20,0,26.03,23.53
2019,3,20,1,25.85,27.36
2019,3,20,2,25.94,29.94
2019,3,20,3,25.96,32.63
2019,3,20,4,25.94,35.11
2019,3,20,5,25.89,40.0
2019,3,20,6,25.8,44.62
2019,3,20,7,25.75,52.18
2019,3,20,8,25.73,60.75
2019,3,20,9,25.74,65.44
2019,3,20,10,25.77,73.02
2019,3,20,11,25.8,71.19
2019,3,20,12,25.94,63.69
2019,3,20,13,26.27,49.6
2019,3,20,14,26.69,31.59
2019,3,20,15,27.76,15.7
2019,3,20,16,28.49,8.23
2019,3,20,17,28.92,5.78
2019,3,20,18,29.06,4.79
2019,3,20,19,28.95,4.59
2019,3,20,20,28.56,5.21
2019,3,20,21,28.03,6.4
2019,3,20,22,27.46,7.59
2019,3,20,23,26.97,8.97
2019,3,21,0,26.82,8.93
2019,3,21,1,26.54,11.9
2019,3,21,2,26.21,14.92
2019,3,21,3,25.9,17.1
2019,3,21,4,25.66,15.23
2019,3,21,5,25.47,9.79
2019,3,21,6,25.35,5.95
2019,3,21,7,25.24,3.57
2019,3,21,8,25.18,1.79
2019,3,21,9,25.17,0.64
2019,3,21,10,25.2,0.56
2019,3,21,11,25.19,0.44
2019,3,21,12,25.58,0.4
2019,3,21,13,26.48,0.29
2019,3,21,14,27.89,0.15
2019,3,21,15,29.38,0.12
2019,3,21,16,30.49,0.18
2019,3,21,17,30.93,0.26
2019,3,21,18,30.84,0.38
2019,3,21,19,30.34,0.49
2019,3,21,20,29.59,0.63
2019,3,21,21,28.8,0.7
2019,3,21,22,28.14,1.18
2019,3,21,23,27.61,1.85
2019,3,22,0,27.37,6.79
2019,3,22,1,26.94,6.28
2019,3,22,2,26.5,5.58
2019,3,22,3,26.1,2.88
2019,3,22,4,25.78,2.95
2019,3,22,5,25.42,2.87
2019,3,22,6,25.06,3.25
2019,3,22,7,24.73,2.92
2019,3,22,8,24.45,1.46
2019,3,22,9,24.26,0.82
2019,3,22,10,24.21,0.62
2019,3,22,11,23.97,0.48
2019,3,22,12,24.37,0.28
2019,3,22,13,25.82,0.11
2019,3,22,14,27.54,0.01
2019,3,22,15,29.2,0.0
2019,3,22,16,30.52,0.0
2019,3,22,17,31.34,0.0
2019,3,22,18,31.73,0.02
2019,3,22,19,31.73,0.06
2019,3,22,20,31.35,0.11
2019,3,22,21,30.8,0.13
2019,3,22,22,30.11,0.14
2019,3,22,23,29.04,0.22
2019,3,23,0,27.92,5.05
2019,3,23,1,26.94,6.91
2019,3,23,2,26.24,10.09
2019,3,23,3,25.75,12.13
2019,3,23,4,25.36,10.38
2019,3,23,5,25.03,8.9
2019,3,23,6,24.79,8.92
2019,3,23,7,24.66,7.04
2019,3,23,8,24.51,5.85
2019,3,23,9,24.41,4.59
2019,3,23,10,24.33,5.02
2019,3,23,11,24.25,4.33
2019,3,23,12,24.71,3.19
2019,3,23,13,25.91,2.31
2019,3,23,14,27.52,1.62
2019,3,23,15,29.11,0.88
2019,3,23,16,30.38,0.69
2019,3,23,17,31.12,0.69
2019,3,23,18,31.37,0.86
2019,3,23,19,31.19,3.45
2019,3,23,20,30.63,9.84
2019,3,23,21,29.74,7.46
2019,3,23,22,28.75,6.48
2019,3,23,23,27.71,5.51
2019,3,24,0,27.33,0.81
2019,3,24,1,27.14,0.83
2019,3,24,2,26.93,0.92
2019,3,24,3,26.68,0.98
2019,3,24,4,26.34,1.23
2019,3,24,5,25.88,2.23
2019,3,24,6,25.46,2.83
2019,3,24,7,25.06,2.88
2019,3,24,8,24.7,2.77
2019,3,24,9,24.44,1.34
2019,3,24,10,24.23,1.01
2019,3,24,11,24.06,0.81
2019,3,24,12,24.48,0.64
2019,3,24,13,25.73,0.41
2019,3,24,14,27.7,0.26
2019,3,24,15,29.65,0.11
2019,3,24,16,30.74,0.09
2019,3,24,17,31.34,0.11
2019,3,24,18,31.61,0.22
2019,3,24,19,31.57,0.72
2019,3,24,20,31.18,0.83
2019,3,24,21,30.35,0.85
2019,3,24,22,29.32,1.14
2019,3,24,23,28.11,1.23
2019,3,25,0,27.6,1.5
2019,3,25,1,27.24,2.22
2019,3,25,2,26.77,3.73
2019,3,25,3,26.32,3.05
2019,3,25,4,25.92,2.12
2019,3,25,5,25.45,1.65
2019,3,25,6,24.99,1.91
2019,3,25,7,24.59,2.52
2019,3,25,8,24.32,3.03
2019,3,25,9,24.18,2.96
2019,3,25,10,24.17,2.88
2019,3,25,11,24.27,2.87
2019,3,25,12,25.04,3.27
2019,3,25,13,26.3,4.48
2019,3,25,14,27.93,5.34
2019,3,25,15,29.44,6.81
2019,3,25,16,30.3,7.38
2019,3,25,17,30.65,7.92
2019,3,25,18,30.58,9.72
2019,3,25,19,30.22,10.68
2019,3,25,20,29.59,13.04
2019,3,25,21,28.85,16.25
2019,3,25,22,28.1,15.9
2019,3,25,23,27.24,13.34
2019,3,26,0,26.85,4.78
2019,3,26,1,26.65,4.95
2019,3,26,2,26.2,5.25
2019,3,26,3,25.81,6.38
2019,3,26,4,25.42,6.08
2019,3,26,5,25.13,1.99
2019,3,26,6,24.91,0.46
2019,3,26,7,24.69,0.42
2019,3,26,8,24.51,0.24
2019,3,26,9,24.4,0.19
2019,3,26,10,24.35,0.16
2019,3,26,11,24.31,0.16
2019,3,26,12,24.87,0.16
2019,3,26,13,26.25,0.12
2019,3,26,14,28.14,0.07
2019,3,26,15,29.85,0.05
2019,3,26,16,31.04,0.08
2019,3,26,17,31.61,0.15
2019,3,26,18,31.73,0.25
2019,3,26,19,31.59,0.41
2019,3,26,20,31.18,0.54
2019,3,26,21,30.47,0.51
2019,3,26,22,29.56,0.56
2019,3,26,23,28.6,0.53
2019,3,27,0,27.51,0.64
2019,3,27,1,26.89,0.62
2019,3,27,2,26.36,0.58
2019,3,27,3,26.06,0.84
2019,3,27,4,25.73,1.14
2019,3,27,5,25.43,0.77
2019,3,27,6,25.18,0.54
2019,3,27,7,25.05,0.66
2019,3,27,8,24.93,0.45
2019,3,27,9,24.83,0.33
2019,3,27,10,24.73,0.26
2019,3,27,11,24.64,0.2
2019,3,27,12,25.19,0.18
2019,3,27,13,26.6,0.14
2019,3,27,14,28.48,0.09
2019,3,27,15,30.22,0.08
2019,3,27,16,31.33,0.13
2019,3,27,17,31.95,0.2
2019,3,27,18,32.16,0.4
2019,3,27,19,31.97,0.78
2019,3,27,20,31.58,0.87
2019,3,27,21,30.86,0.83
2019,3,27,22,30.01,0.81
2019,3,27,23,28.83,0.76
2019,3,28,0,27.61,0.28
2019,3,28,1,26.88,0.15
2019,3,28,2,26.43,0.25
2019,3,28,3,26.16,0.27
2019,3,28,4,25.86,0.17
2019,3,28,5,25.62,0.17
2019,3,28,6,25.39,0.13
2019,3,28,7,25.16,0.09
2019,3,28,8,24.94,0.08
2019,3,28,9,24.74,0.05
2019,3,28,10,24.56,0.06
2019,3,28,11,24.45,0.06
2019,3,28,12,24.97,0.04
2019,3,28,13,26.49,0.03
2019,3,28,14,28.5,0.01
2019,3,28,15,30.29,0.0
2019,3,28,16,31.2,0.0
2019,3,28,17,31.76,0.02
2019,3,28,18,31.93,0.05
2019,3,28,19,31.72,0.08
2019,3,28,20,31.08,0.11
2019,3,28,21,30.16,0.22
2019,3,28,22,29.25,0.45
2019,3,28,23,28.27,0.93
2019,3,29,0,27.69,1.79
2019,3,29,1,27.24,2.4
2019,3,29,2,26.85,2.53
2019,3,29,3,26.43,1.55
2019,3,29,4,26.08,1.44
2019,3,29,5,25.75,1.61
2019,3,29,6,25.44,1.44
2019,3,29,7,25.2,1.25
2019,3,29,8,25.07,0.92
2019,3,29,9,25.03,0.65
2019,3,29,10,25.05,0.41
2019,3,29,11,25.07,0.41
2019,3,29,12,25.72,0.25
2019,3,29,13,27.09,0.15
2019,3,29,14,28.52,0.1
2019,3,29,15,29.71,0.08
2019,3,29,16,30.5,0.09
2019,3,29,17,30.83,0.05
2019,3,29,18,30.84,0.05
2019,3,29,19,30.56,0.04
2019,3,29,20,30.06,0.04
2019,3,29,21,29.39,0.04
2019,3,29,22,28.55,0.07
2019,3,29,23,27.68,0.07
2019,3,30,0,26.93,3.94
2019,3,30,1,26.48,3.39
2019,3,30,2,26.51,2.73
2019,3,30,3,26.52,3.03
2019,3,30,4,26.39,3.46
2019,3,30,5,26.23,4.16
2019,3,30,6,25.99,6.22
2019,3,30,7,25.73,5.77
2019,3,30,8,25.52,5.07
2019,3,30,9,25.42,2.86
2019,3,30,10,25.38,2.15
2019,3,30,11,25.4,1.59
2019,3,30,12,25.79,1.29
2019,3,30,13,26.53,0.92
2019,3,30,14,28.19,0.73
2019,3,30,15,29.77,0.53
2019,3,30,16,30.98,0.42
2019,3,30,17,31.54,0.44
2019,3,30,18,31.64,0.64
2019,3,30,19,31.33,1.1
2019,3,30,20,30.65,1.38
2019,3,30,21,29.71,1.5
2019,3,30,22,28.7,1.87
2019,3,30,23,27.64,2.35
2019,3,31,0,26.82,0.57
2019,3,31,1,26.47,0.61
2019,3,31,2,26.47,0.7
2019,3,31,3,26.53,0.94
2019,3,31,4,26.58,0.92
2019,3,31,5,26.57,1.19
2019,3,31,6,26.51,1.16
2019,3,31,7,26.42,1.3
2019,3,31,8,26.33,0.99
2019,3,31,9,26.22,0.91
2019,3,31,10,26.12,0.54
2019,3,31,11,26.04,0.5
2019,3,31,12,26.3,0.52
2019,3,31,13,26.99,0.36
2019,3,31,14,28.62,0.35
2019,3,31,15,29.83,0.34
2019,3,31,16,30.63,0.21
2019,3,31,17,31.06,0.15
2019,3,31,18,31.11,0.2
2019,3,31,19,30.78,0.24
2019,3,31,20,30.04,0.55
2019,3,31,21,29.2,1.08
2019,3,31,22,28.33,1.68
2019,3,31,23,27.45,2.5
2019,4,1,0,26.74,0.12
2019,4,1,1,26.4,0.16
2019,4,1,2,26.34,0.23
2019,4,1,3,26.42,0.25
2019,4,1,4,26.38,0.23
2019,4,1,5,26.24,0.24
2019,4,1,6,26.07,0.28
2019,4,1,7,25.92,0.26
2019,4,1,8,25.81,0.2
2019,4,1,9,25.82,0.13
2019,4,1,10,25.94,0.09
2019,4,1,11,26.08,0.06
2019,4,1,12,26.41,0.07
2019,4,1,13,27.32,0.03
2019,4,1,14,28.53,0.03
2019,4,1,15,29.46,0.02
2019,4,1,16,30.15,0.01
2019,4,1,17,30.2,0.0
2019,4,1,18,29.93,0.0
2019,4,1,19,29.33,0.0
2019,4,1,20,28.8,0.0
2019,4,1,21,28.32,0.0
2019,4,1,22,27.82,0.0
2019,4,1,23,27.28,0.0
2019,4,2,0,26.87,0.0
2019,4,2,1,26.82,0.0
2019,4,2,2,26.93,0.01
2019,4,2,3,26.9,0.02
2019,4,2,4,26.76,0.03
2019,4,2,5,26.53,0.09
2019,4,2,6,26.29,0.08
2019,4,2,7,25.99,0.14
2019,4,2,8,25.7,0.11
2019,4,2,9,25.58,0.04
2019,4,2,10,25.63,0.02
2019,4,2,11,25.71,0.03
2019,4,2,12,26.12,0.03
2019,4,2,13,27.29,0.02
2019,4,2,14,28.66,0.02
2019,4,2,15,29.88,0.01
2019,4,2,16,30.82,0.01
2019,4,2,17,31.25,0.01
2019,4,2,18,31.23,0.01
2019,4,2,19,30.76,0.01
2019,4,2,20,30.05,0.01
2019,4,2,21,29.34,0.07
2019,4,2,22,28.62,0.25
2019,4,2,23,27.87,0.44
2019,4,3,0,27.19,0.84
2019,4,3,1,26.97,0.9
2019,4,3,2,26.76,1.12
2019,4,3,3,26.42,0.97
2019,4,3,4,26.1,0.79
2019,4,3,5,25.82,0.48
2019,4,3,6,25.59,0.26
2019,4,3,7,25.38,0.19
2019,4,3,8,25.29,0.14
2019,4,3,9,25.27,0.08
2019,4,3,10,25.24,0.05
2019,4,3,11,25.18,0.04
2019,4,3,12,25.7,0.03
2019,4,3,13,27.2,0.03
2019,4,3,14,28.81,0.03
2019,4,3,15,30.31,0.03
2019,4,3,16,31.49,0.03
2019,4,3,17,32.21,0.03
2019,4,3,18,32.29,0.05
2019,4,3,19,32.17,0.05
2019,4,3,20,31.84,0.04
2019,4,3,21,31.41,0.03
2019,4,3,22,30.67,0.03
2019,4,3,23,29.53,0.05
2019,4,4,0,28.44,0.64
2019,4,4,1,27.66,0.58
2019,4,4,2,27.14,0.54
2019,4,4,3,26.75,0.6
2019,4,4,4,26.47,0.74
2019,4,4,5,26.24,0.85
2019,4,4,6,26.04,0.86
2019,4,4,7,25.87,0.89
2019,4,4,8,25.72,0.96
2019,4,4,9,25.66,0.8
2019,4,4,10,25.61,0.69
2019,4,4,11,25.59,0.63
2019,4,4,12,26.11,0.58
2019,4,4,13,27.3,0.44
2019,4,4,14,28.81,0.32
2019,4,4,15,30.09,0.29
2019,4,4,16,31.1,0.58
2019,4,4,17,31.59,0.6
2019,4,4,18,31.49,0.88
2019,4,4,19,30.85,1.8
2019,4,4,20,29.93,2.32
2019,4,4,21,28.97,2.77
2019,4,4,22,28.07,2.51
2019,4,4,23,27.23,2.79
2019,4,5,0,26.69,0.36
2019,4,5,1,26.54,0.5
2019,4,5,2,26.33,0.52
2019,4,5,3,26.16,0.72
2019,4,5,4,25.95,0.95
2019,4,5,5,25.74,1.08
2019,4,5,6,25.58,1.11
2019,4,5,7,25.38,1.19
2019,4,5,8,25.25,1.18
2019,4,5,9,25.15,1.03
2019,4,5,10,25.07,0.82
2019,4,5,11,24.99,1.26
2019,4,5,12,25.09,2.59
2019,4,5,13,25.36,2.34
2019,4,5,14,25.56,0.65
2019,4,5,15,26.3,0.5
2019,4,5,16,26.99,0.48
2019,4,5,17,27.49,0.37
2019,4,5,18,27.73,0.24
2019,4,5,19,27.73,0.19
2019,4,5,20,27.53,0.13
2019,4,5,21,27.18,0.08
2019,4,5,22,26.74,0.06
2019,4,5,23,26.24,0.1
2019,4,6,0,25.89,2.08
2019,4,6,1,25.95,1.47
2019,4,6,2,25.95,1.45
2019,4,6,3,25.88,1.37
2019,4,6,4,25.78,1.22
2019,4,6,5,25.65,1.21
2019,4,6,6,25.52,1.14
2019,4,6,7,25.41,1.22
2019,4,6,8,25.32,1.5
2019,4,6,9,25.22,1.77
2019,4,6,10,25.21,1.89
2019,4,6,11,25.28,1.76
2019,4,6,12,25.63,1.39
2019,4,6,13,26.31,1.85
2019,4,6,14,28.0,2.08
2019,4,6,15,29.5,2.24
2019,4,6,16,30.44,2.14
2019,4,6,17,30.64,2.91
2019,4,6,18,30.3,4.17
2019,4,6,19,29.6,6.64
2019,4,6,20,28.92,9.17
2019,4,6,21,28.32,11.62
2019,4,6,22,27.7,13.26
2019,4,6,23,27.0,14.13
2019,4,7,0,26.55,6.27
2019,4,7,1,26.49,5.89
2019,4,7,2,26.63,5.39
2019,4,7,3,26.69,5.04
2019,4,7,4,26.61,4.7
2019,4,7,5,26.45,4.68
2019,4,7,6,26.21,4.89
2019,4,7,7,25.98,5.01
2019,4,7,8,25.8,5.0
2019,4,7,9,25.67,4.6
2019,4,7,10,25.6,4.08
2019,4,7,11,25.58,3.78
2019,4,7,12,25.83,3.3
2019,4,7,13,26.3,2.86
2019,4,7,14,27.63,2.39
2019,4,7,15,28.87,2.03
2019,4,7,16,29.8,1.86
2019,4,7,17,30.29,1.93
2019,4,7,18,30.25,2.24
2019,4,7,19,29.68,3.12
2019,4,7,20,28.87,4.41
2019,4,7,21,28.15,6.23
2019,4,7,22,27.45,7.98
2019,4,7,23,26.72,9.69
2019,4,8,0,26.2,5.44
2019,4,8,1,26.0,5.4
2019,4,8,2,25.95,5.07
2019,4,8,3,25.98,4.89
2019,4,8,4,25.89,4.87
2019,4,8,5,25.73,5.98
2019,4,8,6,25.59,7.54
2019,4,8,7,25.47,10.01
2019,4,8,8,25.33,13.17
2019,4,8,9,25.21,15.07
2019,4,8,10,25.14,14.74
2019,4,8,11,25.1,13.92
2019,4,8,12,25.39,10.64
2019,4,8,13,26.0,6.38
2019,4,8,14,26.86,2.99
2019,4,8,15,27.92,1.16
2019,4,8,16,29.54,0.39
2019,4,8,17,30.18,0.11
2019,4,8,18,30.33,0.05
2019,4,8,19,30.07,0.04
2019,4,8,20,29.68,0.06
2019,4,8,21,29.15,0.05
2019,4,8,22,28.43,0.14
2019,4,8,23,27.59,0.21
2019,4,9,0,26.9,0.93
2019,4,9,1,26.45,1.36
2019,4,9,2,26.21,1.89
2019,4,9,3,26.1,2.46
2019,4,9,4,26.01,2.73
2019,4,9,5,25.89,2.78
2019,4,9,6,25.79,2.31
2019,4,9,7,25.77,2.09
2019,4,9,8,25.83,1.77
2019,4,9,9,25.85,1.52
2019,4,9,10,25.8,1.54
2019,4,9,11,25.72,1.95
2019,4,9,12,25.87,2.31
2019,4,9,13,26.24,2.67
2019,4,9,14,26.94,3.21
2019,4,9,15,27.65,3.55
2019,4,9,16,28.09,3.81
2019,4,9,17,28.08,4.73
2019,4,9,18,27.99,5.96
2019,4,9,19,27.81,7.51
2019,4,9,20,27.4,9.14
2019,4,9,21,26.94,9.6
2019,4,9,22,26.47,8.46
2019,4,9,23,26.05,6.48
2019,4,10,0,25.9,29.92
2019,4,10,1,25.84,21.13
2019,4,10,2,25.82,13.09
2019,4,10,3,25.82,8.42
2019,4,10,4,25.77,6.42
2019,4,10,5,25.57,5.92
2019,4,10,6,25.36,6.52
2019,4,10,7,25.17,7.41
2019,4,10,8,25.07,8.4
2019,4,10,9,25.06,8.44
2019,4,10,10,25.11,9.01
2019,4,10,11,25.24,8.34
2019,4,10,12,25.62,8.53
2019,4,10,13,26.13,8.35
2019,4,10,14,26.94,8.42
2019,4,10,15,28.21,9.17
2019,4,10,16,28.66,9.39
2019,4,10,17,28.68,11.17
2019,4,10,18,28.37,12.31
2019,4,10,19,27.89,12.07
2019,4,10,20,27.32,11.29
2019,4,10,21,26.73,9.86
2019,4,10,22,26.22,7.06
2019,4,10,23,25.79,4.65
2019,4,11,0,25.56,0.37
2019,4,11,1,25.61,0.33
2019,4,11,2,25.64,0.33
2019,4,11,3,25.66,0.31
2019,4,11,4,25.71,0.29
2019,4,11,5,25.73,0.22
2019,4,11,6,25.64,0.27
2019,4,11,7,25.61,0.45
2019,4,11,8,25.67,0.54
2019,4,11,9,25.75,0.42
2019,4,11,10,25.66,0.49
2019,4,11,11,25.49,0.51
2019,4,11,12,25.57,0.59
2019,4,11,13,25.95,0.7
2019,4,11,14,26.84,0.67
2019,4,11,15,27.77,0.67
2019,4,11,16,28.43,0.69
2019,4,11,17,28.71,0.69
2019,4,11,18,28.61,0.78
2019,4,11,19,28.16,0.91
2019,4,11,20,27.62,1.0
2019,4,11,21,27.17,1.07
2019,4,11,22,26.72,1.25
2019,4,11,23,26.16,1.36
2019,4,12,0,25.78,1.15
2019,4,12,1,25.71,1.38
2019,4,12,2,25.67,1.6
2019,4,12,3,25.6,1.68
2019,4,12,4,25.53,2.06
2019,4,12,5,25.45,2.25
2019,4,12,6,25.53,2.24
2019,4,12,7,25.55,1.9
2019,4,12,8,25.53,1.74
2019,4,12,9,25.46,1.39
2019,4,12,10,25.36,1.53
2019,4,12,11,25.33,1.43
2019,4,12,12,25.66,1.18
2019,4,12,13,26.05,1.21
2019,4,12,14,26.79,1.12
2019,4,12,15,28.51,0.85
2019,4,12,16,29.36,0.75
2019,4,12,17,29.79,0.68
2019,4,12,18,29.87,0.62
2019,4,12,19,29.53,0.51
2019,4,12,20,28.92,0.46
2019,4,12,21,28.3,0.54
2019,4,12,22,27.68,0.58
2019,4,12,23,27.01,0.57
2019,4,13,0,26.46,0.65
2019,4,13,1,26.17,0.87
2019,4,13,2,26.04,1.08
2019,4,13,3,25.92,1.13
2019,4,13,4,25.85,1.24
2019,4,13,5,25.77,1.11
2019,4,13,6,25.7,1.02
2019,4,13,7,25.61,1.14
2019,4,13,8,25.6,0.98
2019,4,13,9,25.64,0.9
2019,4,13,10,25.69,0.99
2019,4,13,11,25.78,0.54
2019,4,13,12,26.22,0.43
2019,4,13,13,26.93,0.33
2019,4,13,14,28.1,0.27
2019,4,13,15,29.42,0.27
2019,4,13,16,30.2,0.22
2019,4,13,17,30.48,0.23
2019,4,13,18,30.19,0.23
2019,4,13,19,29.7,0.33
2019,4,13,20,29.3,0.53
2019,4,13,21,28.85,0.61
2019,4,13,22,28.28,0.95
2019,4,13,23,27.59,1.37
2019,4,14,0,27.03,6.13
2019,4,14,1,26.74,5.25
2019,4,14,2,26.62,4.5
2019,4,14,3,26.51,3.85
2019,4,14,4,26.38,3.82
2019,4,14,5,26.24,4.57
2019,4,14,6,26.1,5.25
2019,4,14,7,25.98,4.6
2019,4,14,8,25.87,4.69
2019,4,14,9,25.85,4.57
2019,4,14,10,25.96,3.54
2019,4,14,11,26.17,2.84
2019,4,14,12,26.51,2.96
2019,4,14,13,26.69,2.84
2019,4,14,14,26.82,3.31
2019,4,14,15,27.26,2.76
2019,4,14,16,28.08,3.31
2019,4,14,17,28.67,3.67
2019,4,14,18,29.08,3.96
2019,4,14,19,29.27,4.32
2019,4,14,20,29.25,4.26
2019,4,14,21,28.93,4.4
2019,4,14,22,28.29,3.98
2019,4,14,23,27.64,4.59
2019,4,15,0,27.25,0.78
2019,4,15,1,27.24,0.95
2019,4,15,2,27.25,0.96
2019,4,15,3,27.13,0.92
2019,4,15,4,26.92,0.9
2019,4,15,5,26.74,0.98
2019,4,15,6,26.59,1.36
2019,4,15,7,26.48,1.33
2019,4,15,8,26.43,1.43
2019,4,15,9,26.36,1.47
2019,4,15,10,26.25,1.26
2019,4,15,11,26.16,0.9
2019,4,15,12,26.2,0.89
2019,4,15,13,26.58,0.62
2019,4,15,14,27.04,0.51
2019,4,15,15,28.0,0.34
2019,4,15,16,28.95,0.15
2019,4,15,17,29.67,0.11
2019,4,15,18,30.06,0.09
2019,4,15,19,30.15,0.08
2019,4,15,20,29.91,0.05
2019,4,15,21,29.42,0.14
2019,4,15,22,28.73,0.21
2019,4,15,23,27.93,0.23
2019,4,16,0,27.36,0.51
2019,4,16,1,27.22,0.66
2019,4,16,2,27.14,0.53
2019,4,16,3,26.82,0.75
2019,4,16,4,26.39,1.11
2019,4,16,5,26.01,1.75
2019,4,16,6,25.7,2.39
2019,4,16,7,25.45,2.5
2019,4,16,8,25.26,2.16
2019,4,16,9,25.25,2.46
2019,4,16,10,25.36,1.76
2019,4,16,11,25.52,1.87
2019,4,16,12,26.05,1.52
2019,4,16,13,27.16,1.2
2019,4,16,14,28.58,0.74
2019,4,16,15,30.17,0.66
2019,4,16,16,31.35,0.92
2019,4,16,17,32.0,1.19
2019,4,16,18,32.12,1.32
2019,4,16,19,31.75,1.83
2019,4,16,20,31.05,2.15
2019,4,16,21,30.18,3.06
2019,4,16,22,29.24,3.46
2019,4,16,23,28.23,3.51
2019,4,17,0,27.58,0.69
2019,4,17,1,27.4,0.8
2019,4,17,2,27.08,0.8
2019,4,17,3,26.75,0.68
2019,4,17,4,26.39,0.63
2019,4,17,5,25.98,0.51
2019,4,17,6,25.56,0.46
2019,4,17,7,25.19,0.41
2019,4,17,8,24.92,0.35
2019,4,17,9,24.8,0.27
2019,4,17,10,24.71,0.15
2019,4,17,11,24.67,0.11
2019,4,17,12,25.2,0.09
2019,4,17,13,26.67,0.09
